"","class","training","validation","test"
"1",3,13.0083923858021,12.6753079281375,14.473449937907
"2",4,31.7693817010652,32.0308129271178,31.6757034238792
"3",5,2.15349765096338,1.97383664083715,1.87216316653413
"4",6,35.3785839835215,35.7020700905151,34.4137330822636
"5",7,0.877659958074724,0.86841142169228,1.05433142660737
"6",9,2.75037805890256,2.72298758065024,2.99911761382259
"7",8,8.88159999931235,8.84569912584996,9.052435600774
"8",1,3.30216891280756,3.02242394001566,2.14127510417114
"9",2,1.46834380713359,1.85934519884715,1.90174727197198
